10, Ne , Neon,20.1797,0,0,0,0,0,0,0,0,0,0
93, Np , Neptunium,237,3,4,5,6,7,0,0,0,0,0
28, Ni , Nickel,58.6934,-1,1,2,3,4,0,0,0,0,0
113, Nh , Nihonium,284,0,0,0,0,0,0,0,0,0,0
41, Nb , Niobium,92.90638,-1,2,3,4,5,0,0,0,0,0
7, N , Nitrogen,14.0067,-3,-2,-1,1,2,3,4,5,0,0
102, No , Nobelium,259,2,3,0,0,0,0,0,0,0,0
118, Og , Oganesson,294,0,0,0,0,0,0,0,0,0,0
76, Os , Osmium,190.23,-2,-1,1,2,3,4,5,6,7,8
8, O , Oxygen,15.9994,-2,-1,1,2,0,0,0,0,0,0
46, Pd , Palladium,106.42,2,4,0,0,0,0,0,0,0,0
15, P , Phosphorus,30.973762,-3,-2,-1,1,2,3,4,5,0,0
78, Pt , Platinum,195.084,2,4,5,6,0,0,0,0,0,0
94, Pu , Plutonium,244,3,4,5,6,7,0,0,0,0,0
84, Po , Polonium,209,-2,2,4,6,0,0,0,0,0,0
19, K , Potassium,39.0983,1,0,0,0,0,0,0,0,0,0
59, Pr , Praseodymium,140.90765,2,3,4,0,0,0,0,0,0,0
61, Pm , Promethium,145,3,0,0,0,0,0,0,0,0,0
91, Pa , Protactinium,231.03588,3,4,5,0,0,0,0,0,0,0
88, Ra , Radium,226,2,0,0,0,0,0,0,0,0,0
86, Rn , Radon,222,2,0,0,0,0,0,0,0,0,0
75, Re , Rhenium,186.207,-3,-1,1,2,3,4,5,6,7,0
45, Rh , Rhodium,102.9055,-1,1,2,3,4,5,6,0,0,0
111, Rg , Roentgenium,280,0,0,0,0,0,0,0,0,0,0
37, Rb , Rubidium,85.4678,1,0,0,0,0,0,0,0,0,0
44, Ru , Ruthenium,101.07,-2,1,2,3,4,5,6,7,8,0
104, Rf , Rutherfordium,267,4,0,0,0,0,0,0,0,0,0
62, Sm , Samarium,150.36,2,3,0,0,0,0,0,0,0,0
21, Sc , Scandium,44.955912,1,2,3,0,0,0,0,0,0,0
106, Sg , Seaborgium,271,0,0,0,0,0,0,0,0,0,0
34, Se , Selenium,78.96,-2,2,4,6,0,0,0,0,0,0
14, Si , Silicon,28.0855,-4,-3,-2,-1,1,2,3,4,0,0
47, Ag , Silver,107.8682,1,2,3,0,0,0,0,0,0,0
11, Na , Sodium,22.98976928,-1,1,0,0,0,0,0,0,0,0
38, Sr , Strontium,87.62,2,0,0,0,0,0,0,0,0,0
16, S , Sulfur,32.065,-2,-1,1,2,3,4,5,6,0,0
73, Ta , Tantalum,180.94788,-1,2,3,4,5,0,0,0,0,0
43, Tc , Technetium,98,-3,-1,1,2,3,4,5,6,7,0
52, Te , Tellurium,127.6,-2,2,4,5,6,0,0,0,0,0
117, Ts , Tennessine,294,0,0,0,0,0,0,0,0,0,0
65, Tb , Terbium,158.92535,1,3,4,0,0,0,0,0,0,0
81, Tl , Thallium,204.3833,1,3,0,0,0,0,0,0,0,0
90, Th , Thorium,232.03806,2,3,4,0,0,0,0,0,0,0
69, Tm , Thulium,168.93421,2,3,0,0,0,0,0,0,0,0
50, Sn , Tin,118.71,-4,2,4,0,0,0,0,0,0,0
22, Ti , Titanium,47.867,-1,2,3,4,0,0,0,0,0,0
74, W , Tungsten,183.84,-2,-1,1,2,3,4,5,6,0,0
92, U , Uranium,238.02891,3,4,5,6,0,0,0,0,0,0
23, V , Vanadium,50.9415,-1,2,3,4,0,0,0,0,0,0
54, Xe , Xenon,131.293,2,4,6,8,0,0,0,0,0,0
70, Yb , Ytterbium,173.054,2,3,0,0,0,0,0,0,0,0
39, Y , Yttrium,88.90585,1,2,3,0,0,0,0,0,0,0
30, Zn , Zinc,65.38,2,0,0,0,0,0,0,0,0,0
40, Zr , Zirconium,91.224,1,2,3,4,0,0,0,0,0,0
